seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	41707804	41707819	16	*	X01603	22955	41492871	41707815	214945	-	0	overlapStart	0	SCMH1
chr1	41707984	41708103	120	*	X01604	22955	41492871	41707815	214945	-	168	upstream	168	SCMH1
chr1	41952318	41952422	105	*	X01627	1907	41944446	41950344	5899	-	1973	upstream	1973	EDN2
chr1	42501306	42501410	105	*	X01630	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42502180	42502299	120	*	X01631	59269	41972036	42501596	529561	-	583	upstream	583	HIVEP3
chr1	42801171	42801290	120	*	X01636	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42845968	42846357	390	*	X01637	284716	42846468	42889900	43433	+	110	upstream	110	RIMKLA
chr1	42927875	42927979	105	*	X01638	728621	42929025	43120335	191311	+	1045	upstream	1045	CCDC30
chr1	43123193	43123253	61	*	X01639	10465	43124048	43142429	18382	+	794	upstream	794	PPIH
chr1	43148214	43148303	90	*	X01640	4904	43148066	43168020	19955	+	0	inside	147	YBX1
chr1	43206373	43206477	105	*	X01642	149461	43198764	43205925	7162	-	447	upstream	447	CLDN19
chr1	43206538	43206735	198	*	X01643	149461	43198764	43205925	7162	-	612	upstream	612	CLDN19
chr1	43206766	43206825	60	*	X01644	149461	43198764	43205925	7162	-	840	upstream	840	CLDN19
chr1	43231350	43231454	105	*	X01645	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X01646	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X01647	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X01648	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X01648	64175	43212006	43232755	20750	-	0	inside	40	P3H1
chr1	43282650	43282784	135	*	X01654	114625	43282776	43310660	27885	+	0	overlapStart	0	ERMAP
chr1	43282650	43282784	135	*	X01654	374969	43272723	43283059	10337	-	0	inside	274	SVBP
chr1	43283101	43283235	135	*	X01655	374969	43272723	43283059	10337	-	41	upstream	41	SVBP
chr1	43312436	43312720	285	*	X01656	51058	43312244	43318146	5903	+	0	inside	191	ZNF691
chr1	43423335	43423514	180	*	X01663	440584	43424720	43449029	24310	+	1205	upstream	1205	SLC2A1-AS1
chr1	43424630	43424764	135	*	X01664	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424630	43424764	135	*	X01664	6513	43391046	43424847	33802	-	0	inside	82	SLC2A1
chr1	43613785	43613904	120	*	X01672	440585	43613594	43622067	8474	+	0	inside	190	FAM183A
chr1	43638190	43638414	225	*	X01673	149465	43638001	43720029	82029	+	0	inside	188	CFAP57
chr1	43736378	43736587	210	*	X01675	10969	43629845	43736607	106763	-	0	inside	19	EBNA1BP2
chr1	43736853	43736972	120	*	X01676	10969	43629845	43736607	106763	-	245	upstream	245	EBNA1BP2
chr1	43737697	43737817	121	*	X01677	10969	43629845	43736607	106763	-	1089	upstream	1089	EBNA1BP2
chr1	43750953	43751072	120	*	X01679	149466	43747557	43751288	3732	-	0	inside	215	C1orf210
chr1	43751332	43751466	135	*	X01680	149466	43747557	43751288	3732	-	43	upstream	43	C1orf210
chr1	43751617	43751773	157	*	X01681	149466	43747557	43751288	3732	-	328	upstream	328	C1orf210
chr1	43751812	43751826	15	*	X01682	149466	43747557	43751288	3732	-	523	upstream	523	C1orf210
chr1	43823780	43823839	60	*	X01685	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824434	120	*	X01686	991	43824626	43828873	4248	+	191	upstream	191	CDC20
chr1	43824710	43824799	90	*	X01687	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X01691	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
chr1	43833680	43833753	74	*	X01692	64834	43829068	43833745	4678	-	0	overlapStart	0	ELOVL1
chr1	43833807	43833874	68	*	X01693	64834	43829068	43833745	4678	-	61	upstream	61	ELOVL1
chr1	43853956	43853969	14	*	X01694	23334	43855556	43919918	64363	+	1586	upstream	1586	SZT2
chr1	43855155	43855289	135	*	X01695	23334	43855556	43919918	64363	+	266	upstream	266	SZT2
chr1	43855155	43855289	135	*	X01695	112950	43849579	43855483	5905	-	0	inside	193	MED8
chr1	43855657	43855746	90	*	X01696	23334	43855556	43919918	64363	+	0	inside	100	SZT2
chr1	43855657	43855746	90	*	X01696	112950	43849579	43855483	5905	-	173	upstream	173	MED8
chr1	43919506	43919595	90	*	X01698	81888	43916674	43919660	2987	-	0	inside	64	HYI
chr1	43995295	43995391	97	*	X01699	5792	43996547	44089343	92797	+	1155	upstream	1155	PTPRF
chr1	43995445	43995474	30	*	X01700	5792	43996547	44089343	92797	+	1072	upstream	1072	PTPRF
chr1	43995790	43995879	90	*	X01701	5792	43996547	44089343	92797	+	667	upstream	667	PTPRF
chr1	43996465	43996569	105	*	X01702	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	43996691	43997380	690	*	X01703	5792	43996547	44089343	92797	+	0	inside	143	PTPRF
chr1	44114717	44114881	165	*	X01718	9682	44115797	44171189	55393	+	915	upstream	915	KDM4A
chr1	44115969	44116088	120	*	X01719	9682	44115797	44171189	55393	+	0	inside	171	KDM4A
chr1	44399029	44399163	135	*	X01723	9048	44398992	44402912	3921	+	0	inside	36	ARTN
chr1	44435544	44435663	120	*	X01728	1802	44435653	44439043	3391	+	0	overlapStart	0	DPH2
chr1	44439997	44440101	105	*	X01730	533	44440602	44443972	3371	+	500	upstream	500	ATP6V0B
chr1	44444316	44444480	165	*	X01733	8704	44444874	44456843	11970	+	393	upstream	393	B4GALT2
chr1	44445126	44445335	210	*	X01734	8704	44444874	44456843	11970	+	0	inside	251	B4GALT2
chr1	44456358	44456360	3	*	X01736	149473	44457280	44462198	4919	+	919	upstream	919	CCDC24
chr1	44456857	44456976	120	*	X01737	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	44457397	44457531	135	*	X01738	149473	44457280	44462198	4919	+	0	inside	116	CCDC24
chr1	44496893	44496997	105	*	X01743	6536	44457172	44497164	39993	-	0	inside	166	SLC6A9
chr1	44497133	44497282	150	*	X01744	6536	44457172	44497164	39993	-	0	overlapStart	0	SLC6A9
chr1	44679237	44679326	90	*	X01745	55929	44679125	44686351	7227	+	0	inside	111	DMAP1
chr1	44870636	44870755	120	*	X01749	55182	44870960	45117396	246437	+	204	upstream	204	RNF220
chr1	44871244	44871363	120	*	X01750	55182	44870960	45117396	246437	+	0	inside	283	RNF220
chr1	45009211	45009315	105	*	X01764	100847089	45011165	45011224	60	+	1849	upstream	1849	MIR5584
chr1	45139808	45139987	180	*	X01772	339541	45140394	45191263	50870	+	406	upstream	406	ARMH1
chr1	45139808	45139987	180	*	X01772	79639	45119501	45140099	20599	-	0	inside	111	TMEM53
chr1	45141008	45141097	90	*	X01773	79639	45119501	45140099	20599	-	908	upstream	908	TMEM53
chr1	45265882	45266091	210	*	X01779	1263	45266036	45271667	5632	+	0	overlapStart	0	PLK3
chr1	45273577	45273666	90	*	X01783	149478	45274154	45279801	5648	+	487	upstream	487	BTBD19
chr1	45273577	45273666	90	*	X01783	343521	45271586	45272957	1372	-	619	upstream	619	DYNLT4
chr1	45274109	45274213	105	*	X01784	149478	45274154	45279801	5648	+	0	overlapStart	0	BTBD19
chr1	45274109	45274213	105	*	X01784	343521	45271586	45272957	1372	-	1151	upstream	1151	DYNLT4
chr1	45308589	45308693	105	*	X01789	8643	45285516	45308616	23101	-	0	overlapStart	0	PTCH2
chr1	45309024	45309158	135	*	X01790	8643	45285516	45308616	23101	-	407	upstream	407	PTCH2
chr1	45476006	45476170	165	*	X01792	7389	45477805	45481341	3537	+	1634	upstream	1634	UROD
chr1	45478466	45478555	90	*	X01793	79654	45468220	45477027	8808	-	1438	upstream	1438	HECTD3
chr1	45672317	45672436	120	*	X01794	57643	45482076	45672250	190175	-	66	upstream	66	ZSWIM5
chr1	45769328	45769687	360	*	X01795	400752	45769582	45771291	1710	+	0	overlapStart	0	LINC01144
chr1	45792457	45792561	105	*	X01797	84842	45792545	45794346	1802	+	0	overlapStart	0	HPDL
chr1	45805444	45805593	150	*	X01798	114034	45805342	45809650	4309	+	0	inside	101	TOE1
chr1	45956806	45956896	91	*	X01799	10420	45809555	45956840	147286	-	0	overlapStart	0	TESK2
chr1	46049602	46049736	135	*	X01801	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46269312	46269386	75	*	X01805	23139	46269285	46501796	232512	+	0	inside	26	MAST2
chr1	46712772	46712786	15	*	X01817	8438	46713367	46744145	30779	+	580	upstream	580	RAD54L
chr1	46712847	46712981	135	*	X01818	8438	46713367	46744145	30779	+	385	upstream	385	RAD54L
chr1	46713003	46713084	82	*	X01819	8438	46713367	46744145	30779	+	282	upstream	282	RAD54L
chr1	46713206	46713242	37	*	X01820	8438	46713367	46744145	30779	+	124	upstream	124	RAD54L
chr1	46713513	46713782	270	*	X01821	8438	46713367	46744145	30779	+	0	inside	145	RAD54L
chr1	46767408	46767767	360	*	X01823	7388	46769380	46782447	13068	+	1612	upstream	1612	UQCRH
chr1	46768128	46768247	120	*	X01824	7388	46769380	46782447	13068	+	1132	upstream	1132	UQCRH
chr1	46768638	46768802	165	*	X01825	7388	46769380	46782447	13068	+	577	upstream	577	UQCRH
chr1	46768638	46768802	165	*	X01825	10489	46744072	46769038	24967	-	0	inside	235	LRRC41
chr1	46859675	46859794	120	*	X01829	2166	46859939	46879520	19582	+	144	upstream	144	FAAH
chr1	47697612	47697733	122	*	X01874	6886	47681963	47697892	15930	-	0	inside	158	TAL1
chr1	47697938	47697971	34	*	X01875	6886	47681963	47697892	15930	-	45	upstream	45	TAL1
chr1	47697852	47697899	48	*	X01876	6886	47681963	47697892	15930	-	0	overlapStart	0	TAL1
chr1	47698362	47698481	120	*	X01877	6886	47681963	47697892	15930	-	469	upstream	469	TAL1
chr1	47799488	47799562	75	*	X01880	51727	47799469	47844511	45043	+	0	inside	18	CMPK1
chr1	47881579	47881998	420	*	X01881	2301	47881744	47883724	1981	+	0	overlapStart	0	FOXE3
chr1	48462901	48463020	120	*	X01913	388630	48226200	48462562	236363	-	338	upstream	338	TRABD2B
chr1	48463314	48463418	105	*	X01914	388630	48226200	48462562	236363	-	751	upstream	751	TRABD2B
chr1	48937570	48937839	270	*	X01916	54558	48761044	48937876	176833	-	0	inside	36	SPATA6
chr1	48937855	48938109	255	*	X01917	54558	48761044	48937876	176833	-	0	overlapStart	0	SPATA6
chr1	49242112	49242276	165	*	X01918	79656	49193540	49242547	49008	-	0	inside	270	BEND5
chr1	49242555	49242869	315	*	X01919	79656	49193540	49242547	49008	-	7	upstream	7	BEND5
chr1	49242975	49243131	157	*	X01920	79656	49193540	49242547	49008	-	427	upstream	427	BEND5
chr1	50889545	50889580	36	*	X01929	63950	50883223	50889119	5897	-	425	upstream	425	DMRTA2
chr1	51702034	51702198	165	*	X01939	26994	51701945	51739119	37175	+	0	inside	88	RNF11
chr1	51810767	51810931	165	*	X01946	22996	51752930	51810785	57856	-	0	overlapStart	0	TTC39A
chr1	51984925	51984997	73	*	X01948	2060	51819935	51984995	165061	-	0	overlapStart	0	EPS15
chr1	52344352	52344441	90	*	X01955	4898	52254866	52344609	89744	-	0	inside	167	NRDC
chr1	52521048	52521167	120	*	X01964	91408	52521857	52556388	34532	+	689	upstream	689	BTF3L4
chr1	52522005	52522139	135	*	X01965	91408	52521857	52556388	34532	+	0	inside	147	BTF3L4
chr1	52522005	52522139	135	*	X01965	51060	52485804	52521843	36040	-	161	upstream	161	TXNDC12
chr1	52607493	52607627	135	*	X01967	9372	52607766	52812358	204593	+	138	upstream	138	ZFYVE9
chr1	52870058	52870177	120	*	X01969	84950	52870219	52883992	13774	+	41	upstream	41	PRPF38A
chr1	52870058	52870177	120	*	X01969	4998	52838501	52870143	31643	-	0	overlapStart	0	ORC1
chr1	53018749	53019393	645	*	X01970	23318	52888948	53019130	130183	-	0	overlapStart	0	TUT4
chr1	53019498	53019602	105	*	X01971	23318	52888948	53019130	130183	-	367	upstream	367	TUT4
chr1	53067938	53068042	105	*	X01972	2882	53068043	53074723	6681	+	0	upstream	0	GPX7
chr1	53098863	53098952	90	*	X01974	348378	53099066	53135339	36274	+	113	upstream	113	SHISAL2A
chr1	53099283	53099638	356	*	X01975	348378	53099066	53135339	36274	+	0	inside	216	SHISAL2A
chr1	53163616	53163765	150	*	X01977	65260	53152014	53164038	12025	-	0	inside	272	COA7
chr1	53191982	53192176	195	*	X01978	79699	53192131	53293013	100883	+	0	overlapStart	0	ZYG11B
chr1	53192252	53192565	314	*	X01979	79699	53192131	53293013	100883	+	0	inside	120	ZYG11B
chr1	53308239	53308433	195	*	X01980	440590	53308183	53360247	52065	+	0	inside	55	ZYG11A
chr1	53392821	53392940	120	*	X01983	6342	53392901	53517289	124389	+	0	overlapStart	0	SCP2
chr1	53392821	53392940	120	*	X01983	55268	53361582	53392851	31270	-	0	overlapStart	0	ECHDC2
chr1	53527274	53527393	120	*	X01984	127435	53527724	53551174	23451	+	330	upstream	330	PODN
chr1	53527709	53527903	195	*	X01985	127435	53527724	53551174	23451	+	0	overlapStart	0	PODN
chr1	53527979	53528098	120	*	X01986	127435	53527724	53551174	23451	+	0	inside	254	PODN
chr1	53662381	53662485	105	*	X01988	1376	53662101	53679869	17769	+	0	inside	279	CPT2
chr1	53794124	53794273	150	*	X01991	7804	53708041	53793821	85781	-	302	upstream	302	LRP8
chr1	53794469	53794588	120	*	X01992	7804	53708041	53793821	85781	-	647	upstream	647	LRP8
chr1	53794713	53794832	120	*	X01993	7804	53708041	53793821	85781	-	891	upstream	891	LRP8
chr1	54410693	54410812	120	*	X02000	115353	54411999	54433841	21843	+	1186	upstream	1186	LRRC42
chr1	54411053	54411172	120	*	X02001	115353	54411999	54433841	21843	+	826	upstream	826	LRRC42
chr1	54411053	54411172	120	*	X02001	51668	54387234	54411288	24055	-	0	inside	115	HSPB11
chr1	54411203	54411922	720	*	X02002	115353	54411999	54433841	21843	+	76	upstream	76	LRRC42
chr1	54411203	54411922	720	*	X02002	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54412283	54412702	420	*	X02003	115353	54411999	54433841	21843	+	0	inside	283	LRRC42
chr1	54412283	54412702	420	*	X02003	51668	54387234	54411288	24055	-	994	upstream	994	HSPB11
chr1	54412763	54413017	255	*	X02004	51668	54387234	54411288	24055	-	1474	upstream	1474	HSPB11
chr1	54871693	54871872	180	*	X02019	23648	54691104	54872068	180965	-	0	inside	195	SSBP3
chr1	54872383	54872592	210	*	X02020	23648	54691104	54872068	180965	-	314	upstream	314	SSBP3
chr1	54873051	54873230	180	*	X02021	23648	54691104	54872068	180965	-	982	upstream	982	SSBP3
chr1	55007403	55007507	105	*	X02032	26027	55007930	55100417	92488	+	422	upstream	422	ACOT11
chr1	55181392	55181451	60	*	X02035	7268	55181495	55208328	26834	+	43	upstream	43	TTC4
chr1	55230405	55230509	105	*	X02037	25973	55222571	55230226	7656	-	178	upstream	178	PARS2
chr1	55463783	55463852	70	*	X02046	7809	55464617	55474465	9849	+	764	upstream	764	BSND
chr1	55679451	55679600	150	*	X02050	100507634	55681081	55683128	2048	+	1480	upstream	1480	LOC100507634
chr1	55679646	55679900	255	*	X02051	100507634	55681081	55683128	2048	+	1180	upstream	1180	LOC100507634
chr1	55680036	55680380	345	*	X02052	100507634	55681081	55683128	2048	+	700	upstream	700	LOC100507634
chr1	55681341	55681475	135	*	X02053	100507634	55681081	55683128	2048	+	0	inside	259	LOC100507634
chr1	55681341	55681475	135	*	X02053	23358	55532032	55681039	149008	-	301	upstream	301	USP24
chr1	57045060	57045179	120	*	X02065	8613	56960419	57045257	84839	-	0	inside	77	PLPP3
chr1	57045330	57045419	90	*	X02066	8613	56960419	57045257	84839	-	72	upstream	72	PLPP3
chr1	57109824	57110003	180	*	X02067	5563	57110990	57181008	70019	+	986	upstream	986	PRKAA2
chr1	57110425	57110769	345	*	X02068	5563	57110990	57181008	70019	+	220	upstream	220	PRKAA2
chr1	59012023	59012310	288	*	X02078	115209	58939504	59012446	72943	-	0	inside	135	OMA1
chr1	59012023	59012310	288	*	X02078	1600	57463579	59012446	1548868	-	0	inside	135	DAB1
chr1	59043211	59043330	120	*	X02079	4070	59041095	59043166	2072	-	44	upstream	44	TACSTD2
chr1	59250634	59250753	120	*	X02081	100131060	59250823	59365384	114562	+	69	upstream	69	LINC01135
chr1	59250634	59250753	120	*	X02081	3725	59246463	59249785	3323	-	848	upstream	848	JUN
chr1	59250949	59251053	105	*	X02082	100131060	59250823	59365384	114562	+	0	inside	125	LINC01135
chr1	59250949	59251053	105	*	X02082	3725	59246463	59249785	3323	-	1163	upstream	1163	JUN
chr1	59762632	59762721	90	*	X02086	55277	59762625	60228402	465778	+	0	inside	6	FGGY
chr1	60280134	60280268	135	*	X02089	51361	60280463	60342050	61588	+	194	upstream	194	HOOK1
chr1	60280344	60280448	105	*	X02090	51361	60280463	60342050	61588	+	14	upstream	14	HOOK1
chr1	60280507	60280776	270	*	X02091	51361	60280463	60342050	61588	+	0	inside	43	HOOK1
chr1	60392034	60392138	105	*	X02093	1573	60358980	60392423	33444	-	0	inside	284	CYP2J2
chr1	61542748	61542867	120	*	X02101	4774	61542946	61928460	385515	+	78	upstream	78	NFIA
chr1	62207784	62207948	165	*	X02109	10207	62208149	62644347	436199	+	200	upstream	200	PATJ
chr1	62208264	62208368	105	*	X02110	10207	62208149	62644347	436199	+	0	inside	114	PATJ
chr1	62660305	62660559	255	*	X02113	54596	62660474	62678001	17528	+	0	overlapStart	0	L1TD1
chr1	63782873	63783007	135	*	X02125	199899	63624754	63782901	158148	-	0	overlapStart	0	LINC00466
chr1	63783106	63783195	90	*	X02126	199899	63624754	63782901	158148	-	204	upstream	204	LINC00466
chr1	63784126	63784395	270	*	X02127	199899	63624754	63782901	158148	-	1224	upstream	1224	LINC00466
chr1	63784625	63784747	123	*	X02128	199899	63624754	63782901	158148	-	1723	upstream	1723	LINC00466
chr1	63787876	63787987	112	*	X02129	27022	63788730	63790797	2068	+	742	upstream	742	FOXD3
chr1	63787996	63788130	135	*	X02130	27022	63788730	63790797	2068	+	599	upstream	599	FOXD3
chr1	63788243	63788317	75	*	X02131	27022	63788730	63790797	2068	+	412	upstream	412	FOXD3
chr1	63788528	63788617	90	*	X02132	27022	63788730	63790797	2068	+	112	upstream	112	FOXD3
chr1	64239494	64239748	255	*	X02138	4919	64239690	64647179	407490	+	0	overlapStart	0	ROR1
chr1	64936758	64936877	120	*	X02151	57685	64936476	65158741	222266	+	0	inside	281	CACHD1
chr1	65432176	65432430	255	*	X02159	3716	65298906	65432619	133714	-	0	inside	188	JAK1
chr1	65612582	65612701	120	*	X02169	205	65613232	65697828	84597	+	530	upstream	530	AK4
chr1	65613167	65613376	210	*	X02170	205	65613232	65697828	84597	+	0	overlapStart	0	AK4
chr1	65885871	65886010	140	*	X02178	3953	65886131	66103176	217046	+	120	upstream	120	LEPR
chr1	65885871	65886010	140	*	X02178	54741	65886131	65901690	15560	+	120	upstream	120	LEPROT
chr1	65886236	65886515	280	*	X02179	3953	65886131	66103176	217046	+	0	inside	104	LEPR
chr1	65886236	65886515	280	*	X02179	54741	65886131	65901690	15560	+	0	inside	104	LEPROT
chr1	66258117	66258176	60	*	X02184	5142	66258193	66840262	582070	+	16	upstream	16	PDE4B
chr1	66998935	66999054	120	*	X02186	84251	66999825	67210768	210944	+	770	upstream	770	SGIP1
chr1	66999610	66999759	150	*	X02187	84251	66999825	67210768	210944	+	65	upstream	65	SGIP1
chr1	67520558	67520602	45	*	X02191	23169	67465015	67520080	55066	-	477	upstream	477	SLC35D1
chr1	67600512	67600691	180	*	X02192	400757	67557859	67600654	42796	-	0	overlapStart	0	C1orf141
chr1	68299127	68299231	105	*	X02196	55970	68167149	68299155	132007	-	0	overlapStart	0	GNG12
chr1	68698158	68698337	180	*	X02200	79971	68564142	68698284	134143	-	0	overlapStart	0	WLS
chr1	68698473	68698622	150	*	X02201	79971	68564142	68698284	134143	-	188	upstream	188	WLS
chr1	68962897	68963046	150	*	X02202	55635	68939835	68962799	22965	-	97	upstream	97	DEPDC1
chr1	70821056	70821160	105	*	X02211	81573	70724685	70820417	95733	-	638	upstream	638	ANKRD13C
chr1	71546314	71546418	105	*	X02213	100852410	71547007	71703406	156400	+	588	upstream	588	ZRANB2-AS2
chr1	72748334	72748468	135	*	X02214	257194	71868625	72748405	879781	-	0	overlapStart	0	NEGR1
chr1	72749415	72749534	120	*	X02215	257194	71868625	72748405	879781	-	1009	upstream	1009	NEGR1
chr1	72749924	72750028	105	*	X02216	257194	71868625	72748405	879781	-	1518	upstream	1518	NEGR1
chr1	74663347	74663571	225	*	X02221	100526835	74663896	75010116	346221	+	324	upstream	324	FPGT-TNNI3K
chr1	74663347	74663571	225	*	X02221	8790	74663896	74674148	10253	+	324	upstream	324	FPGT
chr1	75198267	75198416	150	*	X02223	127253	75198836	75232360	33525	+	419	upstream	419	TYW3
chr1	76189954	76190133	180	*	X02234	34	76190043	76229355	39313	+	0	overlapStart	0	ACADM
chr1	76540395	76540452	58	*	X02235	256435	76540389	77096669	556281	+	0	inside	5	ST6GALNAC3
chr1	77333046	77333165	120	*	X02238	81849	77333186	77529737	196552	+	20	upstream	20	ST6GALNAC5
chr1	78148614	78148928	315	*	X02240	26009	78030190	78149104	118915	-	0	inside	175	ZZZ3
chr1	78150325	78150444	120	*	X02241	26009	78030190	78149104	118915	-	1220	upstream	1220	ZZZ3
chr1	78245410	78245544	135	*	X02245	374986	78245309	78345225	99917	+	0	inside	100	MIGA1
chr1	78354462	78354596	135	*	X02246	91624	78354200	78409578	55379	+	0	inside	261	NEXN
chr1	78511553	78511717	165	*	X02250	54810	78511589	78603112	91524	+	0	overlapStart	0	GIPC2
chr1	85040107	85040256	150	*	X02268	1486	85018804	85040163	21360	-	0	overlapStart	0	CTBS
chr1	85156076	85156255	180	*	X02272	117178	85109390	85156440	47051	-	0	inside	184	SSX2IP
chr1	85358850	85358969	120	*	X02274	23566	85279086	85358896	79811	-	0	overlapStart	0	LPAR3
chr1	85514280	85514399	120	*	X02276	55283	85483765	85514223	30459	-	56	upstream	56	MCOLN3
chr1	85515865	85515869	5	*	X02277	55283	85483765	85514223	30459	-	1641	upstream	1641	MCOLN3
chr1	85667595	85667744	150	*	X02278	84144	85623356	85666728	43373	-	866	upstream	866	SYDE2
chr1	85724723	85725082	360	*	X02279	148423	85715637	85725355	9719	-	0	inside	272	C1orf52
chr1	85741859	85741978	120	*	X02280	646626	85742041	85865646	123606	+	62	upstream	62	LOC646626
chr1	86043819	86043968	150	*	X02287	23576	85784168	86044046	259879	-	0	inside	77	DDAH1
chr1	86044449	86044480	32	*	X02288	23576	85784168	86044046	259879	-	402	upstream	402	DDAH1
chr1	86044449	86044480	32	*	X02288	3491	86046444	86049648	3205	+	1963	upstream	1963	CCN1
chr1	86044668	86044733	66	*	X02289	23576	85784168	86044046	259879	-	621	upstream	621	DDAH1
chr1	86044668	86044733	66	*	X02289	3491	86046444	86049648	3205	+	1710	upstream	1710	CCN1
chr1	86045589	86045708	120	*	X02290	23576	85784168	86044046	259879	-	1542	upstream	1542	DDAH1
chr1	86045589	86045708	120	*	X02290	3491	86046444	86049648	3205	+	735	upstream	735	CCN1
chr1	86045904	86046053	150	*	X02291	23576	85784168	86044046	259879	-	1857	upstream	1857	DDAH1
chr1	86045904	86046053	150	*	X02291	3491	86046444	86049648	3205	+	390	upstream	390	CCN1
chr1	86046459	86046563	105	*	X02292	3491	86046444	86049648	3205	+	0	inside	14	CCN1
chr1	86173759	86173893	135	*	X02295	54680	86115106	86174116	59011	-	0	inside	222	ZNHIT6
chr1	86622213	86622422	210	*	X02297	255631	86194916	86622446	427531	-	0	inside	23	COL24A1
chr1	86622453	86622587	135	*	X02298	255631	86194916	86622446	427531	-	6	upstream	6	COL24A1
chr1	86622680	86622784	105	*	X02299	255631	86194916	86622446	427531	-	233	upstream	233	COL24A1
chr1	87380322	87380664	343	*	X02302	9653	87380335	87575681	195347	+	0	overlapStart	0	HS2ST1
chr1	87380322	87380664	343	*	X02302	9403	87328128	87380107	51980	-	214	upstream	214	SELENOF
chr1	89149076	89149180	105	*	X02315	5586	89149922	89301938	152017	+	741	upstream	741	PKN2
chr1	89149616	89149825	210	*	X02316	5586	89149922	89301938	152017	+	96	upstream	96	PKN2
chr1	89150126	89150215	90	*	X02317	5586	89149922	89301938	152017	+	0	inside	203	PKN2
chr1	89357536	89357655	120	*	X02320	2959	89318321	89357301	38981	-	234	upstream	234	GTF2B
chr1	89458436	89458960	525	*	X02321	494115	89445139	89458643	13505	-	0	overlapStart	0	RBMXL1
chr1	89458436	89458960	525	*	X02321	56267	89401456	89458643	57188	-	0	overlapStart	0	KYAT3
chr1	89459021	89459125	105	*	X02322	494115	89445139	89458643	13505	-	377	upstream	377	RBMXL1
chr1	89459021	89459125	105	*	X02322	56267	89401456	89458643	57188	-	377	upstream	377	KYAT3
chr1	89990170	89990274	105	*	X02323	23507	89990397	90063420	73024	+	122	upstream	122	LRRC8B
chr1	90098018	90098122	105	*	X02325	84230	90098644	90185094	86451	+	521	upstream	521	LRRC8C
chr1	90098631	90098750	120	*	X02326	84230	90098644	90185094	86451	+	0	overlapStart	0	LRRC8C
chr1	90098631	90098750	120	*	X02326	400761	90090408	90098453	8046	-	177	upstream	177	LRRC8C-DT
chr1	90099578	90099652	75	*	X02327	400761	90090408	90098453	8046	-	1124	upstream	1124	LRRC8C-DT
chr1	90286069	90286173	105	*	X02329	55144	90286573	90401989	115417	+	399	upstream	399	LRRC8D
chr1	90460004	90460030	27	*	X02335	284695	90460678	90494094	33417	+	647	upstream	647	ZNF326
chr1	90460100	90460108	9	*	X02336	284695	90460678	90494094	33417	+	569	upstream	569	ZNF326
chr1	91870247	91870351	105	*	X02350	164045	91726323	91870426	144104	-	0	inside	74	HFM1
chr1	93297179	93297268	90	*	X02359	6125	93297594	93307481	9888	+	325	upstream	325	RPL5
chr1	93426716	93426925	210	*	X02361	388650	93298286	93427079	128794	-	0	inside	153	DIPK1A
chr1	93427008	93427112	105	*	X02362	388650	93298286	93427079	128794	-	0	overlapStart	0	DIPK1A
chr1	93645175	93645264	90	*	X02367	343099	93646281	93744287	98007	+	1016	upstream	1016	CCDC18
chr1	93645955	93646074	120	*	X02368	343099	93646281	93744287	98007	+	206	upstream	206	CCDC18
chr1	93645955	93646074	120	*	X02368	50999	93615299	93646246	30948	-	0	inside	171	TMED5
chr1	93646726	93646800	75	*	X02369	50999	93615299	93646246	30948	-	479	upstream	479	TMED5
chr1	94311809	94312033	225	*	X02374	100126348	94312388	94312467	80	+	354	upstream	354	MIR760
chr1	94883684	94883773	90	*	X02380	5825	94883933	94984219	100287	+	159	upstream	159	ABCD3
chr1	95007257	95007456	200	*	X02384	2152	94994732	95007413	12682	-	0	overlapStart	0	F3
chr1	95285812	95285946	135	*	X02386	126969	95285898	95360803	74906	+	0	overlapStart	0	SLC44A3
chr1	95392758	95392798	41	*	X02389	729970	95393584	95428826	35243	+	785	upstream	785	CNN3-DT
chr1	95392758	95392798	41	*	X02389	1266	95362507	95392735	30229	-	22	upstream	22	CNN3
chr1	95392821	95392877	57	*	X02390	729970	95393584	95428826	35243	+	706	upstream	706	CNN3-DT
chr1	95392821	95392877	57	*	X02390	1266	95362507	95392735	30229	-	85	upstream	85	CNN3
